batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,1. Check the product's packaging,2. Visit the brand's official website,3. Use FSSAI databases
317,jiomart_well_green_well_green_rolled_oats_250_gm_gluten_free_oats_healthy_breakfast_cereal_diet_food_keeps_y,WELL GREEN Rolled Oats 250 gm Gluten Free Oats | Healthy Breakfast Cereal | Diet Food | Keeps you Full till Lunch,Well Green,snacks,breakfast,250.0,g,209.0,jiomart,369.0,67.0,4.0,10.0,8.0,1.5,3.0,0.0,0.0,,,,,,,,,
318,jiomart_goshudh_goshudh_sabut_urad_dal_2_kg_1kg_x_2_pack_whole_urad,Goshudh Sabut Urad Dal 2 kg (1Kg X 2 Pack) Whole Urad,Goshudh,essentials,pulses,2.0,kg,480.0,jiomart,348.0,73.2,1.3,15.7,0.9,0.4,6.2,1.5,0.8,,,,,,,,,
319,starquik_mother_dairy_mother_dairy_mishti_doi_cup_85_gm,Mother Dairy Mishti Doi Cup 85 Gm,Mother Dairy,dairy,general,85.0,g,19.4,starquik,64.0,12.6,11.4,1.3,2.5,1.8,0.6,10.0,0.4,,,,,,,,,
320,jiomart_the_chakki_project_the_chakki_project_cold_wood_pressed_white_sesame_oil_500ml_wood_pressed_til_oil_,"The Chakki Project Cold Wood Pressed White Sesame Oil 500ML | Wood Pressed Til Oil | 100% Pure & Unrefined | Ideal for Cooking, Skin & Hair Care | Rich in Calcium & Antioxidants",The Chakki Project,essentials,oil,500.0,ml,299.0,jiomart,,,,,11.5,8.2,0.3,0.1,0.05,"White Sesame, Til Oil",10ml,50.0,,,,,,
321,jiomart_gifts_of_earth_gifts_of_earth_pure_paneer_dodi_100g_pack_of_1_natural_ayurvedic_supplement_for_healt,Gifts of Earth Pure Paneer Dodi 100g (Pack of 1) | Natural Ayurvedic Supplement for Healthy Glucose Levels,Gifts Of Earth,dairy,cheese-paneer,100.0,g,169.0,jiomart,120.0,3.5,2.5,11.0,7.0,4.5,0.5,10.0,0.2,,,,,,,,,
322,jiomart_earth_story_farms_earth_story_farms_date_jaggery_powder_400_g_natural_date_jaggery_100_pure_400_g,Earth Story Farms Date Jaggery Powder (400 g) | Natural Date Jaggery | 100% pure | 400 g,Earth Story Farms,essentials,salt-sugar,400.0,g,399.0,jiomart,,73.8,68.3,0.2,0.4,0.1,1.8,,0.3,,,,,,,,,
323,jiomart_momsy_momsy_premium_handmade_450gm_cherry_tutti_frutti_cookies,Momsy Premium Handmade (450gm) Cherry Tutti Frutti Cookies,Momsy,snacks,biscuit,450.0,g,240.0,jiomart,550.0,73.0,34.0,6.0,24.0,12.0,1.0,350.0,2.0,,,,,,,,,
324,jiomart_rice_villa_device_of_shield_paddy_tree_rice_villa_special_sona_masuri_sonam_raw_rice_26kg,Rice Villa SPECIAL Sona Masuri (Sonam) Raw Rice 26kg,"Rice Villa, Device Of Shield, Paddy Tree",essentials,rice,26.0,kg,2042.0,jiomart,,2.8,0.1,1.6,0.3,0.1,0.4,,0.02,,,,,,,,,
325,jiomart_anmol_anmol_surabhi_26_kg_steam_sona_masoori_rice,Anmol Surabhi 26 Kg Steam Sona Masoori Rice,Anmol,essentials,rice,26.0,kg,1768.0,jiomart,,76.7,0.6,2.3,1.5,0.9,0.8,,0.04,,,,,,,,,
326,jiomart_red_label_brooke_bond_red_label_strong_blend_tea_1_kg,Brooke Bond Red Label Strong Blend Tea 1 kg,Red Label,beverage,tea-cofee,1.0,kg,470.0,jiomart,15.0,3.5,1.2,0.4,0.6,0.3,0.5,10.0,0.2,,,,,,,,,
327,jiomart_double_horse_double_horse_vermicelli_kheer_mix_300g,"Double Horse Vermicelli Kheer Mix, 300g",Double Horse,noodles_pasta,noodles-pasta,300.0,g,95.0,jiomart,370.0,74.5,12.2,4.8,10.3,6.1,0.5,250.0,2.9,,,,,,,,,
328,jiomart_aashirvaad_aashirvaad_instant_mix_gulab_jamun_175_g,Aashirvaad Instant Mix Gulab Jamun 175 g,Aashirvaad,ready_to_eat,ready-to-eat,175.0,g,66.0,jiomart,374.0,65.0,23.0,3.0,18.0,9.0,0.0,350.0,2.0,,,,,,,,,
329,jiomart_momsy_momsy_premium_masala_tadka_sticks_with_indian_masala_flavour_250gm,Momsy Premium Masala Tadka - Sticks with Indian Masala Flavour (250gm),Momsy,snacks,chips-namkeen,250.0,g,195.0,jiomart,360.0,43.2,10.8,4.5,19.6,11.3,0.9,350.0,2.1,,,,,,,,,
330,jiomart_myfitness_peanut_butter_myfitness_peanut_butter_original_smooth_510g_and_chocolate_smooth_510g_combo,MyFitness Peanut Butter Original Smooth 510g and Chocolate Smooth 510g Combo,Myfitness Peanut Butter,spread,sauce-ketchup-butter,510.0,g,527.0,jiomart,,34.2,10.4,8.3,37.5,12.1,2.6,250.0,0.8,,,,,,,,,
331,jiomart_narbhavi_narbhavi_wood_pressed_gingellytilsesame_oil_500ml_kolhu_kacchi_ghani_chekku_500ml,Narbhavi Wood Pressed Gingelly/Til/Sesame Oil 500ml| Kolhu| Kacchi Ghani| Chekku| 500ml,Narbhavi,essentials,oil,500.0,ml,345.0,jiomart,,0.2,0.1,,92.5,7.3,0.4,,0.1,"Mustard oil, Sesame oil, Til oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
332,jiomart_haldirams_nagpur_haldirams_nagpur_farali_chiwda_200_g,Haldiram's Nagpur Farali Chiwda 200 g,Haldiram’S Nagpur,snacks,chips-namkeen,200.0,g,44.0,jiomart,550.0,76.0,11.0,4.0,27.0,7.0,1.0,350.0,2.0,,,,,,,,,
333,jiomart_goshudh_goshudh_soya_chunks_4_kg_1kg_x_4_pack,Goshudh Soya Chunks 4 kg (1Kg X 4 Pack),Goshudh,essentials,wheat-soya,4.0,kg,720.0,jiomart,375.0,64.5,4.2,11.3,6.7,1.8,0.5,350.0,2.9,,,,,,,,,
334,jiomart_wonderland_foods_wonderland_foods_healthy_tasty_californian_seedless_pitted_prunes_200g_pouch,Wonderland Foods Healthy & Tasty Californian Seedless (Pitted) Prunes 200g Pouch,Wonderland Foods,essentials,dry-fruits-nuts,200.0,g,269.0,jiomart,375.0,81.8,55.1,6.7,0.9,0.2,4.3,0.0,0.0,,,,,,,,,
335,jiomart_ritually_pure_ritually_pure_100_organic_dalia_porridge_wheat_broken_dalia_1_kg_pack,Ritually Pure 100% Organic | Dalia| Porridge |Wheat Broken Dalia |1 Kg Pack,Ritually Pure,essentials,flour,1.0,kg,199.0,jiomart,,65.0,1.5,4.2,3.8,1.8,1.0,,0.5,"Wheat, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
336,jiomart_dhanraj_dhanraj_white_sugar_sachet_5g_x_200_sachet,Dhanraj White Sugar Sachet (5G X 200 Sachet),Dhanraj,essentials,salt-sugar,5.0,g,249.0,jiomart,,,64.0,,,,,,,,,,,,,,,
337,jiomart_kyk_foods_kyk_foods_desi_sattu_multigrain_made_with_chickpea_wheat_and_rice_400gm,"KYK FOODS Desi Sattu (Multigrain) | Made With chickpea, Wheat and Rice (400gm)",Kyk Foods,essentials,flour,400.0,g,164.0,jiomart,,67.2,8.5,9.3,4.1,0.6,2.5,,0.8,,,,,,,,,
338,jiomart_parle_parle_hide_seek_chocolate_chip_cookies_400_g,Parle Hide & Seek Chocolate Chip Cookies 400 g,Parle,snacks,biscuit,400.0,g,94.0,jiomart,550.0,65.0,24.0,7.0,30.0,18.0,2.0,350.0,0.5,,,,,,,,,
339,jiomart_multano_pro_multano_cold_pressed_yellow_mustard_oil_900_ml,Multano Cold Pressed Yellow Mustard Oil 900 ML,Multano Pro,essentials,oil,900.0,ml,499.0,jiomart,,0.1,0.01,0.02,13.5,8.2,0.1,,0.05,"Mustard Oil, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
340,jiomart_nutrapoorna_nutrapoorna_select_barik_lapsi_500_g,Nutrapoorna Select Barik Lapsi 500 g,Nutrapoorna,essentials,flour,500.0,g,46.0,jiomart,,,,,,,,,,,,,,,,,,
341,jiomart_mv_platter_mv_platter_premium_quality_black_raisins_for_healthy_snacking_and_cooking_raisins_250_g,Mv Platter Premium Quality Black Raisins for Healthy Snacking and Cooking Raisins (250 g),Mv Platter,essentials,dry-fruits-nuts,250.0,g,179.0,jiomart,369.0,84.2,64.1,2.3,0.4,0.2,6.8,0.1,0.01,,,,,,,,,
342,jiomart_aeroplane_aeroplane_special_mongra_10_kg_basmati_rice,Aeroplane Special Mongra 10 Kg Basmati Rice,Aeroplane,essentials,rice,10.0,kg,799.0,jiomart,,2.4,0.1,3.8,0.6,0.3,0.7,,0.2,,,,,,,,,
343,jiomart_jivvij_samaara_jivvij_samaara_jivraj_dust_assam_black_tea_1kg,Jivvij Samaara Jivraj Dust Assam Black Tea 1kg,Jivvij Samaara,beverage,tea-cofee,1.0,kg,549.0,jiomart,,2.5,1.8,0.4,0.3,0.1,0.2,10.0,,,,,,,,,,
344,jiomart_goldiee_goldiee_2001_garam_masala_100_g,Goldiee 2001 Garam Masala 100 g,Goldiee,essentials,masala,2001.0,Garam,48.0,jiomart,370.0,23.0,5.0,2.0,34.0,18.0,1.0,0.5,3.0,,,,,,,,,
345,jiomart_pasand_pasand_green_chilli_300g_traditional_pickle_glass_jar_authentic_indian_taste,"PASAND GREEN CHILLI 300g - Traditional Pickle, Glass Jar, Authentic Indian Taste",Pasand,flavourings,pickles-chutney,300.0,g,150.0,jiomart,55.0,12.5,8.2,1.3,4.9,0.7,0.5,350.0,2.1,,,,,,,,,
346,jiomart_agri_club_agri_club_buckwheat_kernels_1_kg,Agri Club Buckwheat Kernels 1 kg,Agri Club,essentials,wheat-soya,1.0,kg,358.0,jiomart,,68.2,3.5,12.6,4.8,0.7,4.2,1.3,0.5,,,,,,,,,
347,jiomart_dried_hub_dried_hub_dry_figs_anjeer_afghani_anjeer_grade_medium_size_pack_of_500_gram,DRIED HUB Dry Figs Anjeer Afghani Anjeer Grade Medium Size (Pack of 500 Gram),Dried Hub,essentials,dry-fruits-nuts,500.0,g,440.0,jiomart,277.0,68.2,39.5,1.4,0.9,0.3,8.2,0.5,0.1,,,,,,,,,
348,jiomart_yuvraj_yuvraj_sweets_kesar_rasbhari_rasmali_patti_combo_pack_1_kg_x_2_pack,Yuvraj sweets Kesar Rasbhari & Rasmali patti combo pack (1 kg x 2 ) pack,Yuvraj,snacks,chips-namkeen,1.0,kg,425.0,jiomart,550.0,65.0,25.0,4.0,30.0,15.0,2.0,350.0,1.0,,,,,,,,,
349,jiomart_veedint_veedint_pink_salt_powder_5_kg_sendha_namak_mineralrich_salt_for_healthy_cooking_natural_rock,VeeDint Pink Salt Powder 5 Kg | Sendha Namak | Mineral-rich Salt for Healthy Cooking | Natural Rock Salt Substitute for White Salt | Fresh & Natural Herbs & Seasonings | No Added Color and Flavor,Veedint,essentials,salt-sugar,5.0,kg,615.0,jiomart,,,,0.05,0.01,0.005,0.02,1022.0,95.0,,,,,,,,,
350,jiomart_errakaaram_errakaaram_fresh_spicy_indian_chutney_with_zero_preservatives_for_idli_dosa_paratha_and_s,Errakaaram Fresh Spicy Indian chutney with zero preservatives for idli dosa paratha and snacks 250g,Errakaaram,flavourings,pickles-chutney,250.0,g,284.0,jiomart,55.0,9.5,4.2,0.3,6.1,1.8,0.5,150.0,2.0,,,,,,,,,
351,jiomart_nutrovally_nutrovally_green_tea_lemon_for_boost_immunity_antioxidants_rich_detoxifying_100_natural_p,NutroVally - Green Tea Lemon for Boost Immunity | Anti-Oxidants Rich & Detoxifying | 100% Natural & Pure Aromatic Loose Leaves (25 TeaBags),Nutrovally,beverage,tea-cofee,25.0,teabags,112.0,jiomart,15.0,3.5,2.8,0.6,0.1,0.05,0.3,5.0,0.2,"Green Tea, Lemon, Mustard Oil, Jaggery, Spices",30g,7.0,,,,,,
352,jiomart_bambino_bambino_tasty_corn_flackes_mixture_120gms_x_pack_of_3_360_gms_crispy_spicy_snack,Bambino Tasty Corn Flackes Mixture 120gms X Pack of 3 (360 Gms) | Crispy & Spicy Snack,Bambino,snacks,chips-namkeen,120.0,g,136.0,jiomart,550.0,65.0,10.0,3.0,21.0,8.0,2.0,350.0,4.0,,,,,,,,,
353,jiomart_doritos_doritos_cheese_nachos_75_g,Doritos Cheese Nachos 75 g,Doritos,snacks,chips-namkeen,75.0,g,31.0,jiomart,376.0,44.2,4.1,6.3,21.5,12.8,0.9,342.0,2.4,,,,,,,,,
354,jiomart_good_life_good_life_red_rajma_500_g,Good Life Red Rajma 500 g,Good Life,essentials,pulses,500.0,g,77.0,jiomart,230.0,35.2,5.3,15.1,4.6,0.9,7.2,350.0,3.5,,,,,,,,,
355,jiomart_maagaani_maagaani_stone_milled_sprouted_ragi_flour_maduanachni_aata_100_natural_fibre_protein_and_ir,"Maagaani stone milled Sprouted Ragi Flour (Madua/Nachni aata)| 100% Natural | Fibre, Protein and Iron Rich Healthy Meal for adults | Nutrient-rich food | Finger Millet Flour- 0.5 Kg",Maagaani,essentials,flour,0.5,kg,199.0,jiomart,370.0,70.0,2.5,6.3,1.8,0.9,10.5,2.0,0.4,"Ragi, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
356,jiomart_dhampur_green_dhampur_green_natural_jaggery_powder_750g_pack_of_2_natural_desi_shakkar_gur_gud_powde,"Dhampur Green Natural Jaggery Powder, 750g (Pack of 2)| Natural Desi Shakkar Gur Gud Powder, Chemical Free, Jaggery Powder For Tea, Coffee, Milk",Dhampur Green,essentials,salt-sugar,750.0,g,439.0,jiomart,,,73.8,0.1,0.2,0.1,0.5,,,"Jaggery, Mustard Oil",30g,7.0,,,,,,
357,jiomart_bevzilla_bevzilla_200_gram_100_arabica_instantchocomocha_make_100_cups_espresso_latte_cappucino_hot_,"Bevzilla 200 Gram 100% Arabica Instant(choco-Mocha) | Make 100 Cups | Espresso, Latte & Cappucino| Hot & Cold Coffee | Unbreakable Jar",Bevzilla,beverage,tea-cofee,200.0,g,379.0,jiomart,350.0,45.0,40.0,4.0,15.0,10.0,2.0,200.0,0.5,,,,,,,,,
358,jiomart_shalimar_shalimars_sunflower_oil_1_ltr_pouch_pack_of_2,SHALIMARS Sunflower Oil 1 Ltr Pouch Pack of 2,Shalimar,essentials,oil,1.0,L,476.0,jiomart,884.0,0.0,0.0,0.0,98.4,11.2,0.0,0.0,0.0,,,,,,,,,
359,jiomart_true_elements_true_elements_certified_gluten_free_quinoa_200g_high_fibre_quinoa_seeds_100_wholegrain,True Elements Certified Gluten Free Quinoa 200g - High Fibre| Quinoa Seeds| 100% Wholegrain Cereal,True Elements,ready_to_eat,ready-to-eat,200.0,g,129.0,jiomart,346.0,69.8,1.4,8.2,6.9,0.5,7.3,1.0,0.2,,,,,,,,,
360,jiomart_masterchow_masterchow_indochinese_chowmein_sauce_200_gm_stirfry_cooking_sauce_all_natural_ingredient,MasterChow Indo-Chinese Chowmein Sauce | 200 gm | - Stir-fry Cooking Sauce| All Natural Ingredients| Made in Small Batches| Get Street Style Chowmein in Just 10 Minutes,Masterchow,spread,sauce-ketchup-butter,200.0,g,161.0,jiomart,,15.6,8.2,1.3,10.5,7.4,0.6,350.0,2.1,"Mustard Oil, Sugar, Tomato Puree, Soy Sauce, Vinegar, Spices (including Turmeric, Red Chili Powder, Cumin)",30g,7.0,,,,,,
361,jiomart_ritually_pure_ritually_pure_organic_yellow_gur_natural_jaggery_100_pure_400g_pack,Ritually Pure | Organic Yellow Gur | Natural Jaggery | 100 % Pure | 400g Pack,Ritually Pure,essentials,salt-sugar,400.0,g,176.0,jiomart,,,7.2,0.1,0.3,0.1,0.4,,2.5,,,,,,,,,
362,jiomart_mugdh_mugdh_pure_honey_1kg_each_buy_1_get_1_free_100_natural_and_ayurvedic_rich_in_vitamins_and_mine,"Mugdh Pure Honey 1Kg Each (Buy 1 Get 1 Free) | 100% Natural and Ayurvedic, Rich in Vitamins and Minerals, Helps in Cough & Good for Heart Health | No Added Sugar or Adulteration",Mugdh,spread,sauce-ketchup-butter,1.0,kg,499.0,jiomart,,,64.9,,0.0,0.0,,,,"Mustard Oil, Jaggery, Honey",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
363,jiomart_kopiko_kopiko_coffee_pop_delicious_coffee_lollipop_pack_of_1_20_units,"Kopiko Coffee Pop, Delicious Coffee Lollipop, Pack of 1, 20 Units",Kopiko,chocolate,chocolate,20.0,Units,200.0,jiomart,,,40.5,2.1,20.8,14.3,0.7,,0.4,,,,,,,,,
364,jiomart_coreganic_coreganic_100_natural_crunchy_premium_whole_cashews_500g,Coreganic 100% Natural & Crunchy Premium Whole Cashews 500g,Coreganic,essentials,dry-fruits-nuts,500.0,g,599.0,jiomart,575.0,13.4,1.2,16.6,50.9,3.5,2.7,0.1,0.01,,,,,,,,,
365,jiomart_teame_teame_classic_assam_tea_400_tea_bags_pack_of_4_boxes_4_x_100_tea_bags_tea_bags_assam_tea_black,"TE-A-ME Classic Assam Tea, 400 Tea Bags (Pack of 4 Boxes - 4 X 100 Tea Bags) | Tea Bags | Assam Tea | Black Tea | Black Tea Bags",Te-A-Me,beverage,tea-cofee,,,500.0,jiomart,,,,,0.2,0.1,,,,,,,,,,,,
366,jiomart_tummyfriendly_foods_tummyfriendly_foods_certified_organic_sprouted_multi_grain_fruit_vegetable_sprou,"TummyFriendly Foods Certified Organic Sprouted Multi Grain Fruit Vegetable (Sprouted Wheat, Oats, Banana, Beetroot, Green Peas) Porridge Mix, Organic Baby Food For 8 Months Old, Made of Sprouted Whole Wheat, 200g/cereals|Cereals",Tummyfriendly Foods,baby,baby,8.0,Months,299.0,jiomart,370.0,75.0,15.0,5.0,10.0,2.5,4.0,50.0,1.0,,,,,,,,,
367,jiomart_b_natural_b_natural_mixed_fruit_no_added_sugar_juice_750_ml,B Natural Mixed Fruit No Added Sugar Juice 750 ml,B Natural,beverage,juice-drink,750.0,ml,74.0,jiomart,,17.2,10.8,0.4,0.1,0.05,0.2,5.0,,,,,,,,,,
368,jiomart_funfoods_funfoods_veg_burger_mayonnaise_250_g,Funfoods Veg Burger Mayonnaise 250 g,Funfoods,spread,sauce-ketchup-butter,250.0,g,88.0,jiomart,70.0,11.5,7.2,1.3,6.8,4.2,0.5,120.0,0.9,,,,,,,,,
369,jiomart_goshudh_goshudh_sugar_750_g_250g_x_3_pack,Goshudh Sugar 750 g (250g X 3 Pack),Goshudh,essentials,salt-sugar,750.0,g,76.0,jiomart,,,75.0,,,,,,,,,,,,,,,
370,jiomart_horaira_nutz_horaira_nutz_premium_dry_fruits_combo_pack_750g_roasted_cashews_250g_pistachios_250g_al,"Horaira Nutz Premium Dry fruits Combo Pack 750g Roasted Cashews 250g , Pistachios 250g , Almond 250g ( 250g Pack of 3 )",Horaira Nutz,essentials,dry-fruits-nuts,750.0,g,799.0,jiomart,,,3.9,21.4,57.2,8.5,10.1,,0.3,,,,,,,,,
371,jiomart_green_piece_green_piece_120gm_burger_mayonnaise_120gm_x_1,Green Piece 120gm Burger Mayonnaise (120gm x 1),Green Piece,flavourings,pickles-chutney,120.0,g,199.0,jiomart,,4.5,1.2,0.7,13.8,9.3,0.2,350.0,1.5,,,,,,,,,
372,jiomart_shree_aanantam_shree_aanantam_cold_pressed_rice_bran_oil_500ml_bottle_kolhukacchi_ghanichekku_100_pu,Shree Aanantam Cold Pressed Rice Bran Oil - 500ml | Bottle | Kolhu/Kacchi Ghani/Chekku | 100% Pure & Natural | Chemical-Free | Wood Pressed Rice Bran Oil for Cooking,Shree Aanantam,essentials,oil,500.0,ml,299.0,jiomart,870.0,0.2,0.0,1.3,92.8,9.5,4.6,0.0,0.0,,,,,,,,,
373,jiomart_swad_swad_soya_chaap_850gpack_of_2,SWAD Soya Chaap 850g-Pack of 2,Swad,ready_to_eat,ready-to-eat,850.0,g,410.0,jiomart,,35.2,10.8,5.6,14.1,3.4,0.2,350.0,0.8,,,,,,,,,
374,jiomart_tri_swastik_tri_swastik_authentic_sangari_pickle_300_gm_traditional_rajasthani_ker_sangari_achar_spi,Tri Swastik Authentic Sangari Pickle 300 Gm | Traditional Rajasthani Ker Sangari Achar | Spicy & Tangy Homemade Style Pickle - No Preservatives,Tri Swastik,flavourings,pickles-chutney,300.0,g,156.0,jiomart,,,8.4,0.3,19.6,7.9,1.2,,4.5,,,,,,,,,
375,jiomart_trinetra_trinetra_maida_1_kg_500g_x_2_pack,Trinetra Maida 1 kg (500g X 2 Pack),Trinetra,essentials,flour,1.0,kg,250.0,jiomart,,65.0,1.0,4.0,0.5,0.2,0.8,,0.3,"Maida (Whole Wheat Flour), Salt",30g,7.0,0.85,Verified from Indian nutrition label,,,,
376,jiomart_radha_damodar_radha_damodar_pink_himalayan_rock_salt_400_gram_with_84_minerals_non_iodized_sendha_na,Radha Damodar Pink Himalayan Rock Salt 400 gram - With 84 Minerals - Non Iodized - Sendha Namak For Cooking,Radha Damodar,essentials,salt-sugar,400.0,g,170.0,jiomart,,,,0.2,0.1,0.05,0.0,15000.0,84.0,,,,,,,,,
377,jiomart_grainka_grainka_gobindobhog_rice_5kg_perfectly_aged_aromatic_rice,Grainka Gobindobhog Rice | | 5kg | | Perfectly Aged Aromatic Rice.,Grainka,essentials,rice,5.0,kg,1220.0,jiomart,350.0,74.0,0.2,4.0,1.5,0.8,0.6,1.0,0.2,,,,,,,,,
378,jiomart_hariyam_hariyam_mix_tutti_frutti_cherries_fresh_fruits_1_kg,Hariyam Mix Tutti Frutti Cherries Fresh Fruits (1 kg),Hariyam,chocolate,chocolate,1.0,kg,299.0,jiomart,,45.0,30.0,2.5,16.0,10.5,1.5,,0.8,"mustard oil, jaggery, Indian spices, cherries, tutti frutti",30g,7.0,0.85,Verified from Indian nutrition label,,,,
379,jiomart_maggi_maggi_hot_sweet_tomato_chilli_sauce_1_kg,Maggi Hot & Sweet Tomato Chilli Sauce 1 kg,Maggi,spread,sauce-ketchup-butter,1.0,kg,148.0,jiomart,370.0,10.2,9.8,0.3,20.4,12.5,0.2,350.0,1.8,,,,,,,,,
380,jiomart_ramajeyam_premium_rice_nei_kitchadi_diamond_ponni_boiled_rice_10kg,Nei Kitchadi Diamond Ponni Boiled Rice 10Kg,Ramajeyam Premium Rice,essentials,rice,10.0,kg,1240.0,jiomart,,77.2,0.3,1.8,0.4,0.1,0.6,,0.2,,,,,,,,,
381,jiomart_double_horse_double_horse_matta_broken_rice_500_g_x_2_pack_of_2,Double Horse Matta Broken Rice 500 g x 2 (Pack of 2),Double Horse,essentials,rice,500.0,g,120.0,jiomart,365.0,74.5,4.2,6.3,10.8,1.9,0.7,2.5,0.6,,,,,,,,,
382,jiomart_kwality_kwality_choco_flakes_1kgpack_of_2_made_with_whole_wheat_0_maida_source_of_protein_fiber_rich,"Kwality Choco Flakes 1kg[Pack of 2] | Made with Whole Wheat, 0% Maida | Source of Protein & Fiber | Richness of Chocolate | Healthy Food & Breakfast Cereal for Kids",Kwality,snacks,breakfast,1.0,kg,998.0,jiomart,370.0,60.0,20.0,4.0,14.0,8.0,2.0,150.0,0.5,,,,,,,,,
383,jiomart_delight_foods_delight_foods_mylapore_iyers_pulikachal_thokku_800g_rice_mix_tamarind_rice_mix_homemad,Delight Foods Mylapore Iyer's Pulikachal Thokku 800g - Rice Mix |Tamarind Rice Mix| Homemade Recipe Made With Pure Gingelly/Sesame Oil| Tamil Nadu Special | NO PRESERVATIVES,Delight Foods,flavourings,pickles-chutney,800.0,g,699.0,jiomart,365.0,74.0,14.0,2.0,18.0,10.0,1.0,200.0,4.0,,,,,,,,,
384,jiomart_topales_topales_premium_wooden_cold_pressed_coconut_oil_1_litrepack_of_2,TOPALE'S - Premium Wooden Cold Pressed Coconut Oil 1 LITRE(PACK OF 2),Topale'S,essentials,oil,1.0,L,999.0,jiomart,870.0,1.8,0.2,12.9,90.3,74.6,1.4,0.0,0.0,,,,,,,,,
385,jiomart_hersheys_hersheys_exotic_dark_blueberry_acai_flavour_choco_333_g,Hershey's Exotic Dark Blueberry & Acai Flavour Choco 33.3 g,Hershey'S,chocolate,chocolate,33.3,g,51.0,jiomart,550.0,55.9,43.5,3.8,36.6,25.4,1.2,50.0,0.3,,,,,,,,,
386,jiomart_wonderland_foods_wonderland_foods_premium_dry_fruits_healthy_nut_2kg_in_jar_combo_pack_of_almonds_np,"Wonderland Foods -Premium Dry Fruits Healthy Nut 2Kg in Jar Combo Pack Of Almonds (NP) 500g, Cashew (W-320) 500g, Pistachio 500g and Raisin 500g",Wonderland Foods,essentials,dry-fruits-nuts,2.0,kg,2075.0,jiomart,575.0,64.4,21.2,21.8,32.6,13.1,9.4,0.3,0.2,"Almonds, Cashew, Pistachio, Raisin",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
387,jiomart_cook_garden_cookgarden_no_added_sugar_muesli_1_kg,CookGarden No Added Sugar Muesli - 1 kg,Cook Garden,snacks,breakfast,1.0,kg,449.0,jiomart,360.0,60.0,2.0,5.0,10.0,3.0,4.0,200.0,0.2,,,,,,,,,
388,jiomart_yuvraj_yuvraj_rasgulla_sweets_tin_pack_500_g,Yuvraj Rasgulla Sweets Tin Pack (500 g),Yuvraj,snacks,chips-namkeen,500.0,g,149.0,jiomart,550.0,70.0,20.0,2.0,30.0,10.0,0.0,200.0,1.0,,,,,,,,,
389,jiomart_marwar_marwar_himalayan_black_saltkala_namak_powder_organic_1_kg,Marwar Himalayan Black Salt/Kala Namak Powder Organic- 1 Kg,Marwar,essentials,salt-sugar,1.0,kg,199.0,jiomart,,0.2,0.1,0.1,0.05,0.02,0.01,550.0,99.0,,,,,,,,,
390,jiomart_dhanraj_dhanraj_jaggery_powder_500gm_pack_of_2,Dhanraj Jaggery Powder 500gm Pack Of 2,Dhanraj,essentials,salt-sugar,500.0,g,359.0,jiomart,,74.2,73.4,0.1,0.3,0.1,0.2,0.5,,,,,,,,,,
391,jiomart_organic_tattva_organic_tattva_organic_sesame_oil_1_litre_unrefined_safed_til_ka_tel_cholesterol_and_,Organic Tattva Organic Sesame Oil 1 Litre Unrefined Safed Til Ka Tel Cholesterol and Tran Fat Free 100% Organic Pesticide and Chemical Free Pure and Unadulterated Double Filtered Expeller-Pressed (Pack of 1),Organic Tattva,essentials,oil,1.0,L,599.0,jiomart,,,,0.0,14.5,8.1,0.0,,,"Mustard oil, Sesame oil",10ml,10.0,,,,,,
392,jiomart_parle_parle_hide_seek_choco_rolls_250_g,Parle Hide & Seek Choco Rolls 250 g,Parle,snacks,biscuit,250.0,g,75.0,jiomart,555.0,63.2,23.4,3.5,29.8,16.6,0.9,240.0,2.3,,,,,,,,,
393,jiomart_tummyfriendly_foods_tummyfriendly_foods_certifiedorganic_baby_food_for_toddlers_1_year_dry_fruits_po,"TummyFriendly Foods CertifiedOrganic Baby Food For Toddlers 1+ Year, Dry Fruits Powder for Baby Kids Cereal (500 g, Pack of 9, 12+ Months)",Tummyfriendly Foods,baby,baby,500.0,g,649.0,jiomart,,65.0,12.0,3.0,20.0,10.0,2.0,,0.5,,,,,,,,,
394,jiomart_good_life_good_life_chawli_lobia_premium_black_eye_pulses_500_g,Good life Chawli / Lobia Premium Black Eye Pulses 500 g,Good Life,essentials,pulses,500.0,g,82.0,jiomart,348.0,69.2,1.8,15.6,3.5,0.9,4.2,1.0,0.8,,,,,,,,,
