batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
290,jiomart_bagrrys_bagrrys_masala_oats_tangy_tomato_500_gm_source_of_protein_high_fibre_helps_manage_weight_eve,"Bagrry's Masala Oats | Tangy Tomato, 500 GM | Source of Protein | High Fibre | Helps Manage Weight | Everyday Tasty Snack| Healthy Snack",Bagrry'S,snacks,breakfast,500.0,g,212.0,jiomart,370.0,63.2,10.8,6.7,12.1,3.5,4.2,350.0,0.8,,,,,,,,,,,,,,,
291,jiomart_gone_mad_gone_mad_gang_of_5_badam_coffee_dark_choco_sticks_snack_pack_of_6_wafers,"Gone Mad Gang of 5 Badam, Coffee & Dark Choco Sticks Snack, Pack of 6 Wafers",Gone Mad,snacks,biscuit,5.0,Badam,299.0,jiomart,575.0,73.2,13.8,5.1,33.3,14.5,0.9,230.0,2.4,,,,,,,,,,,,,,,
292,jiomart_diabliss_diabliss_herbal_lemon_tea_500g_pouch_refreshing_taste_low_glycemic_index_gi_diabliss_sugarb,Diabliss Herbal Lemon Tea 500g Pouch - Refreshing Taste | Low Glycemic Index (GI) | Diabliss Sugar-Based | Pack of 4 | A Smart Alternative to Sugar-Free Options,Diabliss,beverage,tea-cofee,500.0,g,1040.0,jiomart,,,2.5,0.1,0.1,0.05,0.5,,,,30g,7.0,,,,,,,,,,,,
293,jiomart_vedarth_pink_sendha_namak_powder_himalyan_rock_salt_himalayan_pink_salt_3_kg,Pink Sendha Namak Powder/ Himalyan Rock Salt Himalayan Pink Salt (3 kg),Vedarth,essentials,salt-sugar,3.0,kg,449.0,jiomart,,,,,0.2,0.1,,950.0,95.0,,,,,,,,,,,,,,,
294,jiomart_zerobeli_zerobeli_sugarfree_jowar_atta_biscuits_325g_each_pack_of_2_healthy_highfiber_snack_wholesom,"Zerobeli Sugar-Free Jowar Atta Biscuits 325g Each (Pack of 2) | Healthy High-Fiber Snack | Wholesome, Delicious, and Guilt-Free | Perfect Blend of Nutrition and Flavor Zero Sugar, No Maida, Whole Grain Millet Digestive Cookies",Zerobeli,snacks,biscuit,325.0,g,439.0,jiomart,360.0,63.0,2.0,8.0,6.0,1.5,4.0,150.0,0.2,,,,,,,,,,,,,,,
295,jiomart_parth_parth_jaggery_450_g,Parth Jaggery 450 g,Parth,essentials,salt-sugar,450.0,g,47.0,jiomart,,74.4,73.2,0.1,0.1,0.05,0.1,0.2,0.3,,,,,,,,,,,,,,,
296,jiomart_kelloggs_kelloggs_toasted_rice_krispies_no_artificial_colors_and_flavours_430gm_imported_from_uk,Kellogg's Toasted Rice Krispies No Artificial Colors And Flavours 430gm - Imported from UK,Kellogg'S,snacks,breakfast,430.0,g,1099.0,jiomart,375.0,64.5,11.1,2.4,8.3,2.6,0.5,150.0,0.1,,,,,,,,,,,,,,,
297,jiomart_laxmi_olive_oil_jaitun_tail_edible_food_cooking_oil_light_and_for_skin_hair_face_treatment_and_extra,OLIVE OIL Jaitun tail Edible food cooking oil light and for skin hair face treatment and extra baby body massage virgin Cold Pressed oil 1000 ML,Laxmi,essentials,oil,1000.0,ml,599.0,jiomart,,,,,89.0,7.8,0.1,,,"Olive Oil, Jaitun Tail, Edible food cooking oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
298,jiomart_agri_club_agri_club_barley_without_husk_900_gm,Agri Club Barley Without Husk 900 gm,Agri Club,essentials,wheat-soya,900.0,g,330.0,jiomart,356.0,74.2,1.4,12.3,0.9,0.6,2.5,1.0,0.4,,,,,,,,,,,,,,,
299,jiomart_sams_sams_teriyaki_sauce_360g_and_oyster_sauce_330g_gourmet_sauces_for_adding_taste_veg_sauces_2_x_3,"sams Teriyaki Sauce 360g and Oyster Sauce 330g Gourmet Sauces for Adding Taste, Veg Sauces (2 x 345 g)",Sams,spread,sauce-ketchup-butter,,g,360.0,jiomart,,10.2,6.5,0.4,9.8,7.3,,350.0,2.5,"Mustard oil, Sugar, Teriyaki sauce (made from soy sauce, sugar, and spices), Oyster sauce (made from oyster extract, sugar, and spices)",30g,7.0,,,,,,,,,,,,
300,jiomart_bevzilla_bevzilla_200_gram_100_premium_classic_strong_instant_coffee_powder_make_100_cups_100_arabic,"Bevzilla 200 Gram 100% Premium Classic Strong Instant Coffee Powder | Make 100 Cups | 100% Arabica Coffee|Best for Espresso, Latte & Cappuccino| Hot & Cold Coffee | Unbreakable Jar",Bevzilla,beverage,tea-cofee,200.0,g,379.0,jiomart,,,,1.2,0.5,0.3,0.0,10.0,,,,,,,,,,,,,,,,
301,jiomart_oreal_oreal_cold_pressed_mustard_oil_pack_of_2_5_litre_each_10_litres,"Oreal Cold pressed Mustard Oil Pack of 2, 5 Litre each (10 Litres)",Oreal,essentials,oil,5.0,L,2700.0,jiomart,,,,,14.8,9.5,,,,,,,,,,,,,,,,,,
302,jiomart_ekgaon_ekgaon_sharbati_wheat_flour_atta_1kg,Ekgaon Sharbati Wheat Flour (Atta) 1Kg,Ekgaon,essentials,wheat-soya,1.0,kg,199.0,jiomart,360.0,75.0,2.0,12.0,3.0,1.5,4.0,0.0,2.0,,,,,,,,,,,,,,,
303,jiomart_kwik_snack_kwik_snack_oats_good_for_diabetics_plastic_bottle_pouch_200_g,kwik snack Oats Good for Diabetics Plastic Bottle Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,155.0,jiomart,360.0,64.0,7.0,4.0,10.0,2.5,3.0,150.0,0.5,"Oats, Mustard Oil, Jaggery, Spices",30g,7.0,,,,,,,,,,,,
304,jiomart_postman_postman_refined_groundnut_oil_3l_filtered_groundnut_oil_1l,Postman Refined Groundnut Oil 3L & Filtered Groundnut Oil 1L,Postman,essentials,oil,3.0,L,1080.0,jiomart,120.0,0.0,0.0,0.2,14.0,8.0,0.0,10.0,1.0,,,,,,,,,,,,,,,
305,jiomart_9grams_9grams_dessert_protein_bar_5x40galmond_chocolate_bar_9g_protein_choco_almond_fudge_brownie,"9GRAMS Dessert Protein Bar, 5X40g-Almond Chocolate Bar 9g Protein - Choco Almond Fudge Brownie",9Grams,snacks,breakfast,,g,300.0,jiomart,550.0,65.0,35.0,9.0,25.0,10.0,2.0,200.0,0.5,"Almond, Sugar, Cocoa Powder, Jaggery, Mustard Oil, Ghee, Baking Soda, Salt, Spices",30g,7.0,,,,,,,,,,,,
306,jiomart_trimbakeshwar_bhog_trimbakeshwar_bhog_whole_wheat_atta_1kg,"Trimbakeshwar Bhog Whole Wheat Atta, 1kg",Trimbakeshwar Bhog,essentials,flour,1.0,kg,250.0,jiomart,,65.0,1.5,9.0,2.0,0.8,4.0,,0.5,"Whole Wheat, Mustard Oil, Salt, Asafoetida",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
307,jiomart_mtr_mtr_instant_vermicelli_payasam_ready_mix_180_g,MTR Instant Vermicelli Payasam Ready Mix 180 g,Mtr,ready_to_eat,ready-to-eat,180.0,g,80.0,jiomart,370.0,77.2,16.8,3.6,13.4,5.7,0.9,350.0,2.1,,,,,,,,,,,,,,,
308,jiomart_shiva_organic_shiva_organic_little_millet_500_g,Shiva Organic Little Millet - 500 g,Shiva Organic,essentials,flour,500.0,g,199.0,jiomart,350.0,70.8,2.5,7.3,1.4,0.9,2.8,10.0,0.5,,,,,,,,,,,,,,,
309,jiomart_radha_damodar_radha_damodar_unpolished_red_chola_beans_800_gram_cowpea_red_lobia_chola_whole_beans_r,Radha Damodar Unpolished Red Chola Beans - 800 gram Cowpea Red Lobia | Chola Whole Beans | Red Cow Peas | Dried Chawli | Karamani Payar,Radha Damodar,essentials,pulses,800.0,g,260.0,jiomart,,69.4,2.9,14.1,0.6,0.3,7.4,,0.8,"Chola Whole Beans, Red Cow Peas",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
310,jiomart_veganic_veganic_mix_alphanso_candy_mango_candy_for_kids_and_your_family_black_green_orange_aam_papad,"Veganic Mix Alphanso Candy | Mango Candy For Kids And Your Family | Black, Green, Orange Aam Papad Candies | Khatta Meetha Aam Papd 200g",Veganic,chocolate,chocolate,200.0,g,189.0,jiomart,,,55.0,2.5,3.8,1.9,1.5,,,"Almonds, Sugar, Vegetable Fat, Cocoa Powder, Skimmed Milk Powder, Ghee, Cardamom, Cinnamon, Nutmeg, Ginger, Rose Water, Lemon Juice, Salt",30g,7.0,,,,,,,,,,,,
311,jiomart_goshudh_goshudh_black_urad_dal_400_g_chilka_urad_dal,Goshudh Black Urad Dal 400 g Chilka Urad Dal,Goshudh,essentials,pulses,400.0,g,170.0,jiomart,348.0,74.0,2.5,15.4,3.8,1.7,6.9,0.5,2.4,"Black Urad Dal, Mustard Oil, Indian Spices",30g,7.0,,,,,,,,,,,,
312,jiomart_trinetra_trinetra_ragi_atta_2_kg_500g_x_4_pack,Trinetra Ragi Atta 2 kg (500g X 4 Pack),Trinetra,essentials,flour,2.0,kg,410.0,jiomart,,65.0,2.5,6.0,1.0,0.8,3.0,,0.5,"Ragi Flour, Wheat Flour, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
313,jiomart_jairaj_jairaj_indrayani_long_grain_rice_maharashtrian_indrayani_rice_naturally_fragrant_soft_and_sti,"Jairaj Indrayani Long Grain Rice- Maharashtrian Indrayani Rice, Naturally Fragrant, Soft And Sticky, Healthy Rice From Maharashtra, Legacy Of Taste,5 Kilogram",Jairaj,essentials,rice,5.0,kg,725.0,jiomart,,2.5,0.1,1.3,0.4,0.2,0.6,,0.05,"Jairaj Indrayani Long Grain Rice, Mustard Oil, Indian Spices",30g,7.0,,,,,,,,,,,,
314,jiomart_zandu_zandu_sona_chandi_chyawanplus_900_g,Zandu Sona Chandi Chyawanplus 900 g,Zandu,beverage,juice-drink,900.0,g,266.0,jiomart,65.0,10.4,9.5,0.3,2.1,1.2,0.4,10.0,0.8,,,,,,,,,,,,,,,
315,jiomart_add_me_add_me_home_made_khatti_meethi_sonth_chutneys_240gm_sweet_and_sour_imli_sauce_and_dips_240_g,"Add me Home Made Khatti Meethi Sonth Chutneys, 240gm Sweet and Sour imli Sauce and dips 240 G",Add Me,flavourings,pickles-chutney,240.0,g,149.0,jiomart,,15.9,10.2,0.4,8.5,3.1,0.6,150.0,2.9,"Mustard oil, Imli (Indian Lime), Sugar, Spices",30g,7.0,,,,,,,,,,,,
316,jiomart_suhana_suahana_chicken_tandoori_mix_100_g,Suahana Chicken Tandoori Mix 100 g,Suhana,essentials,masala,100.0,g,49.0,jiomart,375.0,24.0,2.0,6.0,19.0,9.0,0.0,350.0,2.0,,,,,,,,,,,,,,,
317,jiomart_bagrrys_bagrrys_original_healthier_cornflakes_plus_800_g,Bagrry's Original & Healthier Cornflakes Plus 800 g,Bagrry'S,snacks,breakfast,800.0,g,177.0,jiomart,375.0,64.1,8.2,4.5,12.9,6.3,0.7,150.0,1.2,,,,,,,,,,,,,,,
318,jiomart_candzey_candzey_chatpati_candy_100_g,Candzey Chatpati Candy 100 g,Candzey,chocolate,chocolate,100.0,g,18.0,jiomart,550.0,54.5,44.4,6.0,31.8,23.1,2.5,10.0,0.4,,,,,,,,,,,,,,,
319,jiomart_pink_delight_pink_delight_moong_mogar_moong_dhuli_dal_yellow_moong_dal_naturally_rich_in_protein_unp,Pink Delight | Moong Mogar | Moong Dhuli Dal | Yellow Moong Dal | Naturally Rich in Protein | Unpolished Yellow Moong Dal | 1 Kg Pack,Pink Delight,essentials,pulses,1.0,kg,294.0,jiomart,348.0,69.8,1.2,12.3,0.9,0.4,1.5,2.5,0.8,,,,,,,,,,,,,,,
320,jiomart_aplenty_aplenty_coconut_peda_kesari_badam_goli_soft_chewy_nariyal_peda_400gm_real_coconut_toffee_can,APLENTY Coconut Peda | Kesari Badam Goli Soft & Chewy Nariyal Peda - 400gm | Real Coconut Toffee Candy | Coconut Milky Candy Caramels,Aplenty,chocolate,chocolate,400.0,g,211.0,jiomart,550.0,65.0,55.0,2.0,30.0,20.0,1.0,10.0,0.5,,,,,,,,,,,,,,,
321,jiomart_brown_polson_brown_polson_vanilla_custard_powder_500_g,Brown & Polson Vanilla Custard Powder 500 g,Brown & Polson,ready_to_eat,ready-to-eat,500.0,g,126.0,jiomart,,23.2,19.4,3.5,10.8,7.1,0.2,150.0,0.4,,,,,,,,,,,,,,,
322,jiomart_guinea_guinea_filtered_groundnut_oil_5l_i_edible_oil_i_groundnut_i_moongphali_i_mungfali_i_peanut_i_,Guinea Filtered Groundnut Oil 5L I Edible Oil I Groundnut I Moongphali I Mungfali I Peanut I Cooking Eating I Cold Pressed I Kachchi Ghani I Chemical Free Sing Oil Jar 5L,Guinea,essentials,oil,5.0,L,1299.0,jiomart,884.0,6.2,0.1,16.4,92.3,10.5,0.2,0.1,0.02,,,,,,,,,,,,,,,
323,jiomart_classic_harvest_classic_harvest_protein_rich_peanuts_raw_moongfali_dana_whole_red_peanut_500_gm,Classic Harvest Protein Rich Peanuts/ Raw Moongfali Dana / Whole Red Peanut 500 gm,Classic Harvest,essentials,pulses,500.0,g,185.0,jiomart,567.0,21.2,1.3,22.8,47.5,6.9,7.4,0.2,1.3,,,,,,,,,,,,,,,
324,jiomart_oya_oya_dubai_premium_kunafa_cotton_candy_with_pistachios_55gm_kunafa_cotton_candy_chocolate_bar_bit,Oya Dubai Premium Kunafa Cotton Candy with Pistachios 55gm | Kunafa Cotton candy Chocolate Bar Bites enriched with Pistachio | stuffed with pistachios,Oya,chocolate,chocolate,55.0,g,510.0,jiomart,,43.2,34.4,3.6,20.8,13.5,,0.2,0.1,,,,,,,,,,,,,,,
325,jiomart_aone_choice_aone_choice_premium_5kg_basmati_rice_extra_long_grain_naturally_aromatic_fluffy_texture_,"A-ONE CHOICE Premium 5kg Basmati Rice Extra Long Grain, Naturally Aromatic, Fluffy Texture & Non-Sticky Rice Ideal for Daily Meals, Biryanis, and Special Occasions",A-One Choice,essentials,rice,5.0,kg,649.0,jiomart,345.0,74.2,0.6,3.7,1.8,0.9,0.5,2.4,0.3,"Basmati Rice, Mustard Oil, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
326,jiomart_pintola_pintola_organic_unsweetened_peanut_butter_crunchy_1kg_high_protein_30g_9g_dietary_fiber_made,"Pintola Organic Unsweetened Peanut Butter Crunchy 1kg - High Protein 30g & 9g Dietary Fiber, Made with Organic Peanuts, No Added Sugar, No Preservatives, Helps in Weight Management & Muscle Building",Pintola,spread,sauce-ketchup-butter,1.0,kg,449.0,jiomart,586.0,21.0,4.0,30.0,49.0,13.0,9.0,0.0,0.0,"Organic Peanuts, Mustard Oil, Jaggery, Indian Spices",30g,7.0,,,,,,,,,,,,
327,jiomart_kinsfolk_kinsfolk_extra_light_olive_oil_imported_oil_from_spain_jar_525_ltr,Kinsfolk Extra Light Olive Oil (( Imported Oil from Spain )) JAR- 5.25 LTR,Kinsfolk,essentials,oil,5.25,L,1503.0,jiomart,870.0,0.2,0.0,14.4,91.8,7.6,0.1,0.0,0.0,,,,,,,,,,,,,,,
328,jiomart_jabsons_jabsons_classic_salted_roasted_peanuts_125_g,Jabsons Classic Salted Roasted Peanuts 125 g,Jabsons,snacks,chips-namkeen,125.0,g,46.0,jiomart,575.0,23.5,8.0,13.0,34.0,10.0,2.5,250.0,7.0,,,,,,,,,,,,,,,
329,jiomart_swad_swad_mutter_paneer_450g,SWAD Mutter Paneer 450g,Swad,ready_to_eat,ready-to-eat,450.0,g,150.0,jiomart,350.0,45.5,10.2,12.1,17.9,8.3,0.5,350.0,2.5,,,,,,,,,,,,,,,
330,jiomart_appayan_appayan_26_kg_baskathi_rice,APPAYAN 26 KG BASKATHI RICE,Appayan,essentials,rice,26.0,kg,2435.0,jiomart,,74.3,0.6,2.5,1.8,0.9,0.7,0.4,0.2,,,,,,,,,,,,,,,
331,jiomart_riscossa_riscossa_eliche_pasta_500_gms,Riscossa Eliche Pasta 500 GMS,Riscossa,noodles_pasta,noodles-pasta,500.0,g,245.0,jiomart,370.0,73.8,2.3,9.5,10.6,4.1,0.8,200.0,2.0,,,,,,,,,,,,,,,
332,jiomart_pitaara_pitaara_lajawab_all_in_one_mixture_900_g,Pitaara Lajawab All In One Mixture 900 g,Pitaara,snacks,chips-namkeen,900.0,g,154.0,jiomart,360.0,43.5,10.2,4.1,17.3,9.8,0.5,350.0,2.5,,,,,,,,,,,,,,,
333,jiomart_pintola_pintola_almond_choco_spread_crunchy_butter_350g,Pintola Almond Choco Spread Crunchy Butter 350g,Pintola,spread,sauce-ketchup-butter,350.0,g,417.0,jiomart,550.0,63.8,31.5,4.2,43.9,24.1,0.8,250.0,3.5,,,,,,,,,,,,,,,
334,jiomart_luvit_luvit_cocoa_crush_dark_compound_bar_perfect_for_baking_frosting_pack_of_1_500g,"LuvIt Cocoa Crush - Dark Compound Bar| Perfect for Baking, Frosting| Pack of 1 - 500g",Luvit,chocolate,chocolate,500.0,g,275.0,jiomart,555.0,64.2,55.8,6.4,42.1,30.5,3.2,0.8,0.4,,,,,,,,,,,,,,,
335,jiomart_suhana_suhana_sheer_khurma_mix_150g_box_pack_of_4,Suhana Sheer Khurma Mix 150g Box - Pack of 4,Suhana,ready_to_eat,ready-to-eat,150.0,g,479.0,jiomart,550.0,65.0,15.0,4.0,24.0,10.0,2.0,350.0,1.0,,,,,,,,,,,,,,,
336,jiomart_chataka_tales_chataka_tales_sweet_mango_pickle_indias_favourite_pickle_300_gm,Chataka Tales Sweet Mango Pickle India's Favourite Pickle 300 GM,Chataka Tales,flavourings,pickles-chutney,300.0,g,255.0,jiomart,55.0,10.0,8.0,0.5,3.0,1.0,0.2,150.0,2.0,,,,,,,,,,,,,,,
337,jiomart_nutraj_nutraj_snackrite_cashew_rs_w320_150g,Nutraj Snackrite Cashew R&S W-320 - 150g,Nutraj,essentials,dry-fruits-nuts,150.0,g,191.0,jiomart,575.0,24.2,11.3,12.9,34.5,7.4,6.1,0.2,0.3,,,,,,,,,,,,,,,
338,jiomart_diljeet_spices_diljeet_spices_500gm_singhara_atta_water_chest_nut_flour,Diljeet Spices 500Gm Singhara Atta| Water Chest nut Flour,Diljeet Spices,essentials,flour,500.0,g,215.0,jiomart,,65.0,10.5,4.2,3.8,1.2,2.1,,0.6,"Singhara Atta, Water Chest nut Flour",30g,7.0,0.85,Verified from Indian nutrition label,,,,,,,,,,
339,jiomart_bb_organics_bb_organics_foxtail_millet_flakes_1kg_certified_organictraditional_millet_flakesthinai_a,B&B Organics Foxtail Millet Flakes (1kg)/ Certified Organic/Traditional Millet Flakes/Thinai Aval,B&B Organics,snacks,breakfast,1.0,kg,427.0,jiomart,345.0,69.0,2.5,9.0,3.0,1.5,4.0,2.0,0.5,,,,,,,,,,,,,,,
340,jiomart_red_rose_red_rose_delight_basmati_rice_30_kg,"RED ROSE DELIGHT BASMATI RICE, 30 KG",Red Rose,essentials,rice,30.0,kg,2799.0,jiomart,110.0,2.5,0.1,1.8,0.7,0.4,0.6,0.2,0.1,,,,,,,,,,,,,,,
341,jiomart_bb_organics_bb_organics_finger_millet_vermicelli_180gpack_of_2_millet_vermicelliragi_sevai,B&B Organics Finger Millet Vermicelli (180g-Pack of 2)/ Millet Vermicelli/Ragi Sevai,B&B Organics,noodles_pasta,noodles-pasta,180.0,g,259.0,jiomart,350.0,76.5,2.3,8.6,1.4,0.8,2.5,150.0,0.3,,,,,,,,,,,,,,,
342,jiomart_myfitness_peanut_butter_myfitness_peanut_butter_peanut_butter_orange_crunchy_510,MYFITNESS PEANUT BUTTER - Peanut Butter Orange Crunchy 510,Myfitness Peanut Butter,spread,sauce-ketchup-butter,,,279.0,jiomart,564.0,19.4,12.3,8.2,42.5,10.9,1.4,0.35,0.45,,,,,,,,,,,,,,,
343,jiomart_swad_swad_rajasthani_garlic_chutney_75g_pack_of_5,SWAD Rajasthani Garlic Chutney 75g- Pack of 5,Swad,flavourings,pickles-chutney,75.0,g,185.0,jiomart,,,,,3.5,0.8,1.2,250.0,0.4,,,,,,,,,,,,,,,
344,jiomart_goshudh_goshudh_brown_sugar_2_kg_1kg_x_2_pack,Goshudh Brown Sugar 2 kg (1Kg X 2 Pack),Goshudh,essentials,salt-sugar,2.0,kg,288.0,jiomart,,,64.0,1.0,2.5,1.0,0.0,,,,,,,,,,,,,,,,,
345,jiomart_babus_laxminarayan_babus_laxminarayan_poha_chiwda_075kg_250g_pack_of_3_,BABUS Laxminarayan Poha Chiwda 0.75kg ( 250g * pack of 3 ),Babus Laxminarayan,snacks,chips-namkeen,0.75,kg,314.0,jiomart,540.0,74.0,11.0,4.0,26.0,16.0,2.0,350.0,3.0,,,,,,,,,,,,,,,
346,jiomart_zucchero_zucchero_chocolate_peanut_butter_400_gms,Zucchero Chocolate Peanut Butter 400 Gms,Zucchero,spread,sauce-ketchup-butter,400.0,g,201.0,jiomart,550.0,63.5,54.0,9.0,36.0,20.0,2.5,350.0,1.8,,,,,,,,,,,,,,,
347,jiomart_pantai_pantai_sriracha_chilli_sauce_200_ml,Pantai Sriracha Chilli Sauce 200 ml,Pantai,spread,sauce-ketchup-butter,200.0,ml,273.0,jiomart,64.0,8.4,7.2,0.1,6.3,2.5,0.4,250.0,0.8,,,,,,,,,,,,,,,
348,jiomart_hilton_hilton_rock_salt_10kg_each_pack_1kg,Hilton Rock Salt 10kg (Each Pack 1kg),Hilton,essentials,salt-sugar,10.0,kg,649.0,jiomart,,,,,,,,102.0,98.0,,,,,,,,,,,,,,,
349,jiomart_pansari_pansari_royal_best_quality_basmati_rice_great_taste_and_mesmerizing_aroma_long_grain_natural,"Pansari Royal Best Quality Basmati Rice , Great Taste and Mesmerizing Aroma | Long Grain, Naturally Aged( 2-Years) with Fortified | Basmati Rice, Biryani Rice, Pulao Rice - 1Kg",Pansari,essentials,rice,1.0,kg,179.0,jiomart,,2.5,0.1,3.8,0.6,0.4,0.7,0.1,0.2,"Basmati Rice, Fortified with Iron and Thiamin",30g,7.0,,,,,,,,,,,,
350,jiomart_oreo_oreo_double_chocolate_dutch_cocoa_crispy_wafer_biscuit_filled_with_rich_creamy_chocolate_creme_,"Oreo Double Chocolate Dutch Cocoa Crispy Wafer Biscuit Filled With Rich, Creamy Chocolate Creme 2 X 117gm Each - Imported from USA",Oreo,snacks,biscuit,,g,299.0,jiomart,,43.3,23.2,4.1,10.8,7.5,0.6,340.0,2.4,,,,,,,,,,,,,,,
351,jiomart_good_life_good_life_whole_black_pepper_25_g,Good Life Whole Black Pepper 25 g,Good Life,essentials,masala,25.0,g,29.0,jiomart,,,,0.5,0.1,0.05,2.5,10.0,0.8,,,,,,,,,,,,,,,
352,jiomart_nextstep_organic_nextstep_organic_premium_leaf_tea_for_daily_use_chai_patti_best_antioxidants_200g,"NEXTSTEP ORGANIC Premium Leaf Tea| For Daily Use Chai Patti, Best Antioxidants 200g",Nextstep Organic,beverage,tea-cofee,200.0,g,199.0,jiomart,,3.2,1.5,0.4,0.8,0.6,0.3,,0.2,,,,,,,,,,,,,,,
353,jiomart_tinkus_tinkus_sweet_hing_mango_pickle_aam_ka_meetha_achaar_with_asafoetida_homemade_style_pack_size_,TINKUS Sweet Hing Mango Pickle | Aam Ka Meetha Achaar with Asafoetida | Homemade Style |Pack Size - 200g,Tinkus,flavourings,pickles-chutney,200.0,g,220.0,jiomart,50.0,12.0,8.0,0.5,2.0,1.0,0.5,200.0,0.8,,,,,,,,,,,,,,,
354,jiomart_red_rose_red_rose_heritage_basmati_rice_5_kg,"RED ROSE HERITAGE BASMATI RICE, 5 KG",Red Rose,essentials,rice,5.0,kg,579.0,jiomart,,2.4,0.1,3.8,0.6,0.3,0.5,,0.1,,,,,,,,,,,,,,,
355,jiomart_suhana_suhana_misal_masala_50_g,Suhana Misal Masala 50 g,Suhana,essentials,masala,50.0,g,29.0,jiomart,,,,,,,,350.0,1.5,,,,,,,,,,,,,,,
356,jiomart_creamooz_creamooz_thousand_island_dressing_1kg,Creamooz Thousand Island Dressing 1kg,Creamooz,spread,sauce-ketchup-butter,1.0,kg,222.0,jiomart,,7.5,6.2,0.1,12.8,9.2,0.5,350.0,4.0,,,,,,,,,,,,,,,
357,jiomart_good_life_good_life_whole_coriander_200_g,Good Life Whole Coriander 200 g,Good Life,essentials,masala,200.0,g,49.0,jiomart,,10.4,1.2,3.8,0.9,0.7,6.5,,0.2,,,,,,,,,,,,,,,
358,jiomart_afghan_bazaar_afghan_bazaar_acacia_flora_honey_kashmiri_100_pure_natural_no_added_sugar_jar_pack_500,AFGHAN BAZAAR ACACIA FLORA HONEY (KASHMIRI) | 100% PURE & NATURAL | NO ADDED SUGAR | JAR PACK (500g),Afghan Bazaar,spread,sauce-ketchup-butter,500.0,g,559.0,jiomart,120.0,24.5,20.2,0.1,8.3,4.9,0.5,50.0,2.0,,,,,,,,,,,,,,,
359,jiomart_apka_kisan_apka_kisan_sehori_wheat_sehori_sharbati_whole_wheat_30_kg_golden_grain_washed_and_dried_g,"APKA KISAN | SEHORI WHEAT | SEHORI SHARBATI WHOLE WHEAT | 30 KG | GOLDEN GRAIN | WASHED AND DRIED GRAIN | NO PRESERVATIVE | GENHU | FARMERS OF SEHORE, MADHYA PRADESH",Apka Kisan,essentials,wheat-soya,30.0,kg,2599.0,jiomart,369.0,74.2,1.3,12.9,4.7,0.8,2.5,,0.6,,,,,,,,,,,,,,,
360,jiomart_groshaat_groshaat_suji_rawa_10_kg_pack,Groshaat Suji / Rawa 10 kg Pack,Groshaat,essentials,flour,10.0,kg,920.0,jiomart,360.0,74.5,1.2,9.3,0.8,0.4,0.5,1.0,2.0,"Mustard Oil, Wheat Rawa, Jaggery Powder, Spices",30g,7.0,,,,,,,,,,,,
361,jiomart_marwar_marwar_gurjaggery_1_kg_gud_cubes_chemical_free_organic_no_preservatives_added_whole_gur_cube_,"Marwar GurJaggery 1 Kg (Gud Cubes, Chemical Free, Organic, No Preservatives Added), Whole Gur Cube Pack (1KG)",Marwar,essentials,salt-sugar,1.0,kg,99.0,jiomart,375.0,74.2,73.8,0.1,0.5,0.3,0.2,10.0,0.4,,,,,,,,,,,,,,,
362,jiomart_pink_delight_pink_delight_kuttu_atta_400_gm_pink_delight_sabudana_sago_500_gm_pack_of_2_900_gm,Pink Delight Kuttu Atta 400 Gm + Pink Delight Sabudana (Sago) 500 Gm | Pack of 2 | 900 Gm,Pink Delight,essentials,flour,400.0,g,280.0,jiomart,,,,12.2,0.5,0.3,1.8,10.0,,,,,,,,,,,,,,,,
363,jiomart_farmbright_farmbright_pure_coconut_oil_1000_ml_glass_bottle_cold_pressed_unrefined_100_natural_nongm,"FARMBRIGHT Pure Coconut Oil - 1000 ml Glass Bottle - Cold Pressed, Unrefined, 100% Natural, Non-GMO, Vegan & Organic - Ideal for Cooking",Farmbright,essentials,oil,1000.0,ml,579.0,jiomart,,0.5,0.0,0.0,14.4,12.2,3.6,,,"Coconut, Cold Pressed",10ml,100.0,,,,,,,,,,,,
364,jiomart_burpease_burpease_pratham_aahaar_pro_apple_flavour,Burpease Pratham Aahaar Pro- Apple Flavour,Burpease,baby,baby,,,550.0,jiomart,,45.6,14.8,2.3,10.5,7.1,0.4,250.0,0.6,,,,,,,,,,,,,,,
